10000	42	30	0.1	200.000000	7.300000
-257.530442	30.533769	131.092257	-250.785852	193.594165	289.819025
236.106449	-376.552629	489.349040	188.192389	-438.871426	457.213050
-45.762505	-282.616657	-265.221107	52.537614	-382.015442	-19.669179
372.951445	288.995025	160.908841	479.491562	-162.434767	-28.244881
-5.935850	1.571703	208.548235	41.276284	255.638295	-246.299631
499.725333	50.431837	4.257332	-91.875973	-350.001526	315.546129
391.109958	211.050752	321.649831	-352.626118	91.601306	-187.551500
35.813471	68.773461	-221.823786	-27.268288	-322.168645	424.314096
-84.521012	-197.378460	-97.552416	289.422285	-341.364788	-307.580798
470.824305	84.063234	136.921293	-412.961211	50.553911	-201.956236
-97.216712	-236.930448	-490.234077	233.878597	-171.315653	263.847774
236.503189	173.207801	232.108524	-350.917081	-485.198523	373.714408
-489.562670	215.445418	488.830226	-197.927793	66.972869	343.379009
-254.295480	9.537034	-191.091647	128.070925	49.455245	56.413465
-0.778222	-50.828578	255.760369	-108.478042	-257.011628	136.432997
-59.709464	-406.826991	-110.126041	387.386700	-229.270302	377.468184
-366.054262	93.035676	154.530473	-219.504379	-408.169805	228.293710
192.892239	-79.149754	-359.309671	-37.217322	473.113193	248.222297
297.387616	-351.130711	-270.348216	-315.576647	-80.370495	342.677084
-93.981750	-436.155278	-489.043855	-485.351115	-352.229377	278.283029
410.153508	106.036561	-241.111484	33.402509	-353.144932	-413.205359
-347.987304	-376.949370	244.560076	172.322764	324.213385	-373.104038
251.762444	-145.893735	-110.766930	-61.510056	-216.696677	401.516770
197.866756	29.465621	-147.541734	-9.903256	-422.818690	-143.513291
275.261696	-386.379589	220.450453	-183.095798	428.525651	-64.989166
258.415479	-340.510269	142.567217	-266.655477	43.717765	-243.400372
-490.112003	-397.183142	-320.795312	-356.257820	-108.844264	59.556871
322.016053	233.207190	-100.360118	-286.675619	293.603320	-392.513810
-354.365673	-340.327158	-471.404157	-200.582904	21.530808	-250.907926
392.056032	464.445936	309.595019	-110.583819	397.244179	-148.060549
-107.257302	37.614063	-144.520402	-18.173772	350.672933	37.247841
-11.673330	432.035279	-278.588214	-41.856136	-465.758232	-356.105228
210.745567	93.859676	380.550554	151.356548	129.474776	273.979919
251.915036	-359.950560	341.151158	-353.236488	-12.924589	242.912076
0.167852	-410.794397	434.263131	-21.805475	-137.287515	-100.177007
497.253334	-263.451033	-49.241615	-68.926054	363.093966	-277.031770
-148.976104	-182.271798	442.625202	-239.951781	430.112613	456.724754
55.223243	359.096042	246.513260	395.596179	388.760033	-35.355693
441.526536	285.271767	-233.634449	279.564806	389.645070	53.453169
-248.771630	75.945311	-109.851375	455.046236	120.075076	399.044771
181.020539	155.812250	237.449263	-430.356761	-444.090091	5.355998
-138.508255	-108.020264	-133.381146	-343.897824	-87.298196	472.441786
